,income,recency,mnt_gold_prods,num_web_visits_month,age,customer_days,mnt_total,marital_status,education_status,kids,favorite_product_type_perc,favorite_product_type,accepted_cmps,purchases,favorite_purchase_channel_perc,favorite_purchase_channel
1154,23724.0,65,14,8,41,2696,61,together,basic,1,0.3770491803278688,fruits,0,7,0.42857142857142855,store
1155,47353.0,93,4,5,60,2387,221,married,master,1,0.832579185520362,wines,0,13,0.46153846153846156,store
1156,33444.0,24,2,8,68,2762,16,married,master,2,0.5,wines,0,4,0.5,store
1157,54386.0,8,25,3,39,2567,445,married,graduation,1,0.6224719101123596,wines,0,17,0.5882352941176471,store
1158,28510.0,72,19,5,39,2601,72,divorced,graduation,2,0.6111111111111112,wines,0,9,0.4444444444444444,store
1159,90638.0,29,96,1,29,2295,2429,single,master,0,0.47591601482091395,wines,1,18,0.5555555555555556,store
1160,48070.0,33,19,7,70,2691,485,together,graduation,1,0.7690721649484537,wines,0,19,0.42105263157894735,web
1161,43140.0,68,11,6,63,2699,224,married,graduation,1,0.5982142857142857,wines,0,11,0.45454545454545453,store
1162,54959.0,55,24,7,59,2685,1208,divorced,phd,1,0.9503311258278145,wines,2,21,0.42857142857142855,web
1163,15056.0,76,40,5,62,2581,48,single,basic,2,0.4375,fish,0,12,0.4166666666666667,deals
1164,26954.0,17,1,7,49,2211,16,single,graduation,1,0.6875,meat,0,4,0.5,store
1165,22327.0,94,5,5,35,2490,19,single,graduation,1,0.42105263157894735,meat,0,5,0.6,store
1166,44393.0,86,10,4,55,2470,50,married,graduation,2,0.48,wines,0,7,0.5714285714285714,store
1167,62000.0,25,20,4,68,2467,1000,single,phd,1,0.899,wines,1,26,0.5,store
1168,31497.0,22,4,8,58,2729,151,together,phd,1,0.7152317880794702,wines,0,10,0.4,store
1169,45894.0,15,13,5,46,2281,38,married,2n cycle,2,0.7105263157894737,wines,0,5,0.6,store
1170,78579.0,35,99,3,50,2713,1713,divorced,master,0,0.4763572679509632,wines,1,16,0.375,catalog
1171,67369.0,81,42,4,51,2748,1419,widow,master,1,0.9147286821705426,wines,3,25,0.4,store
1172,58401.0,55,29,4,60,2229,67,divorced,graduation,1,0.43283582089552236,sweet,0,6,0.3333333333333333,catalog
1173,62307.0,94,10,5,68,2291,150,single,graduation,1,0.58,wines,0,9,0.4444444444444444,web
1174,43641.0,50,23,6,51,2592,116,married,master,2,0.49137931034482757,wines,0,10,0.4,store
1175,63841.0,64,131,6,52,2593,777,divorced,master,1,0.8172458172458172,wines,0,22,0.4090909090909091,web
1176,46891.0,91,61,4,55,2460,122,married,2n cycle,1,0.3524590163934426,wines,0,8,0.5,store
1177,70091.0,11,11,8,51,2614,1150,married,master,1,0.8382608695652174,wines,1,19,0.5263157894736842,store
1178,78075.0,72,80,1,48,2244,908,married,phd,0,0.6299559471365639,wines,0,14,0.35714285714285715,catalog
1179,59184.0,6,66,5,59,2817,1006,widow,2n cycle,1,0.3389662027833002,wines,0,27,0.4444444444444444,store
1180,54809.0,0,22,4,43,2450,152,married,graduation,2,0.4144736842105263,wines,0,12,0.4166666666666667,store
1181,58113.0,66,84,7,61,2679,674,married,graduation,1,0.327893175074184,wines,0,22,0.4090909090909091,web
1182,51412.0,42,14,4,62,2339,181,married,master,1,0.7734806629834254,wines,0,11,0.36363636363636365,store
1183,15287.0,60,13,7,41,2786,18,divorced,graduation,1,0.4444444444444444,meat,2,6,0.3333333333333333,deals
1184,66636.0,64,0,1,63,2475,1084,together,master,0,0.6356088560885609,meat,0,17,0.5294117647058824,store
1185,50965.0,87,29,8,64,2653,656,married,master,1,0.8292682926829268,wines,1,22,0.45454545454545453,web
1186,84618.0,96,0,2,55,2378,1672,married,phd,0,0.47906698564593303,meat,1,26,0.38461538461538464,store
1187,18351.0,1,7,7,30,2402,36,married,graduation,0,0.3888888888888889,sweet,0,6,0.5,store
1188,40451.0,54,10,5,63,2292,39,together,phd,2,0.8974358974358975,wines,1,5,0.4,store
1189,36317.0,53,13,7,55,2562,120,together,graduation,1,0.725,wines,0,9,0.4444444444444444,store
1190,42213.0,96,20,7,63,2419,343,together,graduation,1,0.9008746355685131,wines,1,15,0.4666666666666667,store
1191,65748.0,58,34,1,65,2599,511,together,graduation,1,0.33659491193737767,wines,0,18,0.5555555555555556,store
1192,77044.0,12,76,4,48,2404,989,together,graduation,1,0.6319514661274014,wines,1,31,0.3548387096774194,catalog
1193,74918.0,78,59,3,51,2633,1988,together,graduation,0,0.48893360160965793,wines,1,21,0.42857142857142855,catalog
1194,56721.0,64,75,6,48,2765,221,married,graduation,2,0.7104072398190046,wines,0,15,0.3333333333333333,deals
1195,42160.0,26,20,6,45,2525,120,single,graduation,2,0.4,wines,1,11,0.36363636363636365,deals
1196,61559.0,8,34,3,55,2506,496,single,graduation,1,0.5625,wines,0,17,0.5882352941176471,store
1197,33629.0,49,4,9,57,2849,148,together,phd,2,0.8918918918918919,wines,0,13,0.38461538461538464,deals
1198,68682.0,56,45,2,29,2425,1553,together,phd,0,0.5917578879587895,wines,0,24,0.4166666666666667,store
1199,34377.0,55,26,7,57,2685,88,single,graduation,1,0.7045454545454546,wines,0,8,0.25,deals
1200,8940.0,25,42,8,34,2835,59,single,basic,1,0.7627118644067796,fruits,0,10,0.3,deals
1201,26228.0,50,9,8,47,2439,16,married,graduation,1,0.375,fruits,0,4,0.5,store
1202,77297.0,84,41,4,63,2678,748,divorced,2n cycle,0,0.5454545454545454,wines,1,22,0.4090909090909091,store
1203,40211.0,30,25,8,39,2493,62,married,graduation,2,0.8225806451612904,wines,1,7,0.2857142857142857,deals
1204,33438.0,81,6,5,62,2439,84,widow,phd,2,0.7380952380952381,wines,0,11,0.36363636363636365,deals
1205,75032.0,74,12,3,61,2586,1203,married,phd,1,0.7913549459684123,wines,0,20,0.45,store
1206,61284.0,76,45,6,65,2419,766,single,phd,0,0.8067885117493473,wines,1,22,0.5,web
1207,22518.0,36,27,5,34,2774,34,married,graduation,1,0.35294117647058826,meat,2,7,0.2857142857142857,deals
1208,54730.0,64,56,4,45,2477,349,married,master,1,0.9111747851002865,wines,0,18,0.4444444444444444,store
1209,38452.0,62,2,7,65,2250,70,married,master,2,0.8,wines,0,9,0.3333333333333333,deals
1210,44421.0,53,7,8,49,2658,182,divorced,graduation,2,0.6043956043956044,wines,0,14,0.35714285714285715,deals
1211,38197.0,86,3,5,34,2524,37,together,phd,1,0.6216216216216216,wines,0,5,0.6,store
1212,41986.0,15,12,4,42,2299,51,divorced,graduation,1,0.5294117647058824,wines,0,10,0.4,store
1213,28427.0,67,6,8,37,2624,46,together,graduation,1,0.41304347826086957,meat,0,7,0.42857142857142855,store
1214,37395.0,47,11,6,44,2217,28,together,phd,1,0.6428571428571429,wines,0,5,0.6,store
1215,64722.0,47,15,6,49,2193,790,married,graduation,1,0.38354430379746834,wines,0,25,0.44,store
1216,55249.0,81,11,3,64,2232,119,together,master,1,0.8151260504201681,wines,0,8,0.5,store
1217,84906.0,98,76,2,48,2427,1555,together,graduation,0,0.6411575562700965,wines,3,24,0.5,store
1218,28691.0,56,4,8,31,2519,30,married,graduation,1,0.43333333333333335,meat,0,5,0.6,store
1219,44213.0,48,7,6,68,2371,145,single,graduation,2,0.6551724137931034,wines,0,12,0.4166666666666667,store
1220,25707.0,18,3,7,36,2321,18,single,basic,1,0.3333333333333333,fruits,0,5,0.6,store
1221,59062.0,74,9,4,53,2428,62,married,phd,3,0.7419354838709677,wines,0,7,0.42857142857142855,store
1222,76624.0,68,66,1,58,2195,833,single,graduation,1,0.49339735894357745,wines,1,23,0.43478260869565216,catalog
1223,66000.0,36,45,1,73,2229,666,together,master,0,0.40540540540540543,meat,0,10,0.5,store
1224,27683.0,90,45,8,42,2853,306,together,phd,1,0.49673202614379086,wines,0,16,0.375,web
1225,1730.0,65,1,20,49,2201,7,divorced,graduation,0,0.42857142857142855,meat,0,15,1.0,deals
1226,7500.0,63,40,9,28,2732,79,single,basic,1,0.3291139240506329,sweet,0,11,0.36363636363636365,deals
1227,40521.0,82,4,5,52,2609,17,together,graduation,2,0.7058823529411765,wines,0,4,0.5,store
1228,20427.0,63,1,8,47,2256,9,together,phd,1,0.5555555555555556,wines,0,4,0.5,store
1229,65106.0,55,19,6,45,2195,954,married,graduation,1,0.8280922431865828,wines,1,27,0.48148148148148145,store
1230,69969.0,64,44,3,55,2465,1492,married,phd,0,0.5911528150134048,wines,3,13,0.46153846153846156,store
1231,67433.0,51,30,4,68,2507,962,married,graduation,2,0.6392931392931392,wines,1,28,0.4642857142857143,store
1232,77766.0,97,27,6,53,2651,1502,married,phd,1,0.6684420772303595,wines,2,34,0.3235294117647059,web
1233,74716.0,92,71,4,48,2449,789,married,graduation,1,0.5335868187579215,meat,0,17,0.4117647058823529,web
1234,68118.0,51,154,6,57,2413,774,divorced,graduation,1,0.7687338501291989,wines,0,23,0.391304347826087,catalog
1235,55158.0,72,23,7,50,2858,395,married,phd,2,0.7417721518987341,wines,1,18,0.3888888888888889,web
1236,62972.0,39,192,6,65,2854,395,married,2n cycle,1,0.7924050632911392,wines,1,16,0.4375,web
1237,74190.0,49,64,2,45,2207,577,married,graduation,1,0.29116117850953205,fish,0,19,0.5789473684210527,store
1238,39356.0,21,6,6,44,2261,17,married,graduation,2,0.8823529411764706,wines,1,4,0.5,store
1239,76653.0,91,126,2,51,2476,2153,together,graduation,0,0.4393869019972132,meat,2,23,0.4782608695652174,store
1240,35860.0,37,20,5,47,2200,29,divorced,phd,2,0.5172413793103449,wines,1,6,0.3333333333333333,deals
1241,90687.0,98,51,2,37,2562,1728,divorced,phd,0,0.5682870370370371,wines,2,17,0.47058823529411764,store
1242,73450.0,85,37,3,38,2365,1767,together,master,0,0.6462931522354273,wines,2,27,0.4074074074074074,store
1243,31454.0,40,9,8,60,2517,39,married,graduation,2,0.717948717948718,wines,0,8,0.375,deals
1244,47139.0,2,23,7,68,2274,60,single,graduation,2,0.7666666666666667,wines,1,7,0.2857142857142857,deals
1245,83829.0,78,27,1,45,2423,1835,divorced,graduation,0,0.4888283378746594,wines,4,17,0.4117647058823529,catalog
1246,53378.0,41,132,8,57,2802,661,married,phd,2,0.7397881996974282,wines,1,29,0.3448275862068966,deals
1247,19656.0,94,32,7,50,2665,52,together,graduation,1,0.4807692307692308,wines,0,9,0.3333333333333333,deals
1248,45579.0,10,1,6,72,2472,182,married,phd,1,0.7967032967032966,wines,0,10,0.4,web
1249,85485.0,73,54,2,62,2167,1329,single,2n cycle,0,0.47404063205417607,wines,0,19,0.3157894736842105,web
1250,55956.0,22,38,4,76,2242,961,married,graduation,0,0.7908428720083247,wines,1,16,0.4375,web
1251,64191.0,30,15,3,57,2682,810,single,master,1,0.5185185185185185,wines,0,24,0.5416666666666666,store
1252,38808.0,21,30,8,48,2831,216,single,graduation,1,0.5787037037037037,wines,2,14,0.35714285714285715,web
1253,57183.0,51,70,8,54,2626,540,married,master,2,0.8592592592592593,wines,0,25,0.36,web
1254,23748.0,97,8,8,52,2744,68,divorced,master,1,0.4264705882352941,meat,0,9,0.3333333333333333,deals
1255,66303.0,56,60,8,49,2647,1226,married,graduation,1,0.8890701468189234,wines,1,22,0.5,store
1256,37368.0,4,10,6,45,2354,20,married,master,1,0.55,meat,1,4,0.5,store
1257,40800.0,77,10,7,56,2703,89,married,graduation,3,0.33707865168539325,sweet,0,8,0.375,web
1258,71847.0,95,210,3,42,2805,982,divorced,graduation,0,0.7505091649694501,wines,1,22,0.4090909090909091,store
1259,46149.0,36,27,5,45,2371,335,married,graduation,1,0.7582089552238805,wines,0,18,0.3888888888888889,store
1260,78687.0,13,241,2,37,2848,1889,together,graduation,0,0.432503970354685,wines,2,19,0.42105263157894735,store
1261,49118.0,90,119,7,49,2839,1110,divorced,2n cycle,0,0.5585585585585585,wines,3,28,0.35714285714285715,store
1262,37633.0,49,1,9,63,2806,37,married,phd,2,0.5405405405405406,meat,0,6,0.5,store
1263,39767.0,18,47,8,69,2502,438,together,master,0,0.4657534246575342,meat,0,17,0.4117647058823529,web
1264,26997.0,89,144,7,69,2760,290,married,basic,0,0.4586206896551724,fish,0,13,0.38461538461538464,store
1265,33986.0,43,5,7,50,2631,39,divorced,graduation,1,0.46153846153846156,meat,0,5,0.6,store
1266,57091.0,82,4,7,48,2742,492,married,phd,1,0.9390243902439024,wines,2,18,0.5,web
1267,46831.0,84,34,4,51,2545,44,married,2n cycle,2,0.5,wines,0,7,0.2857142857142857,deals
1268,83151.0,80,210,2,48,2663,2136,married,master,0,0.45318352059925093,wines,4,23,0.43478260869565216,store
1269,52531.0,68,125,6,49,2705,669,married,graduation,0,0.42301943198804187,wines,0,21,0.47619047619047616,store
1270,15759.0,12,3,7,64,2456,14,married,graduation,0,0.42857142857142855,fish,0,4,0.5,store
1271,22804.0,75,1,9,49,2492,25,single,graduation,1,0.56,wines,0,5,0.4,web
1272,43050.0,10,8,5,47,2262,68,married,2n cycle,1,0.4411764705882353,wines,0,8,0.5,store
1273,42997.0,91,5,7,43,2363,10,single,phd,2,0.5,meat,0,4,0.5,store
1274,48918.0,21,1,4,57,2237,61,single,phd,2,0.8524590163934426,wines,0,7,0.5714285714285714,store
1275,60033.0,28,48,2,66,2251,150,together,master,1,0.41333333333333333,wines,0,10,0.5,store
1276,34043.0,97,10,9,42,2406,39,together,phd,1,0.5128205128205128,wines,0,5,0.4,web
1277,57811.0,49,78,5,54,2529,724,together,graduation,1,0.7527624309392266,wines,1,25,0.44,store
1278,78569.0,14,95,1,74,2289,1641,married,graduation,0,0.37903717245581964,meat,2,15,0.4,catalog
1279,7500.0,5,25,6,42,2708,32,single,graduation,2,0.40625,fish,0,10,0.4,deals
1280,94384.0,62,172,2,67,2641,2130,together,graduation,0,0.5215962441314554,wines,4,18,0.4444444444444444,catalog
1281,23148.0,83,10,7,35,2290,27,married,2n cycle,0,0.2962962962962963,meat,0,6,0.5,store
1282,44267.0,48,49,9,50,2648,261,divorced,graduation,2,0.7011494252873564,wines,0,16,0.3125,deals
1283,71626.0,94,72,3,41,2764,1233,married,graduation,0,0.44282238442822386,wines,1,19,0.42105263157894735,store
1284,60894.0,61,54,7,54,2525,778,together,graduation,1,0.7789203084832905,wines,0,26,0.38461538461538464,web
1285,50200.0,70,64,8,44,2611,337,together,graduation,2,0.7893175074183977,wines,0,19,0.3684210526315789,web
1286,81051.0,43,14,2,55,2196,1487,married,phd,0,0.7679892400806994,wines,2,23,0.5217391304347826,store
1287,65169.0,23,46,6,38,2325,1143,married,graduation,0,0.9396325459317585,wines,5,28,0.4642857142857143,store
1288,59868.0,37,154,6,48,2501,1040,together,graduation,1,0.7413461538461539,wines,0,32,0.375,store
1289,65695.0,50,6,4,60,2308,650,married,phd,1,0.5707692307692308,wines,0,21,0.47619047619047616,store
1290,64857.0,78,43,4,64,2742,1497,single,master,0,0.4789579158316633,meat,0,23,0.43478260869565216,store
1291,45143.0,74,14,7,55,2466,297,together,master,1,0.6801346801346801,wines,0,15,0.4,web
1292,74805.0,14,37,2,65,2394,783,together,2n cycle,1,0.2669220945083014,wines,0,26,0.38461538461538464,store
1293,59060.0,77,12,4,31,2328,262,married,2n cycle,1,0.42366412213740456,meat,0,14,0.5,store
1294,27238.0,39,3,9,58,2594,54,single,phd,2,0.6851851851851852,wines,0,9,0.3333333333333333,deals
1295,47009.0,89,90,4,55,2430,358,together,graduation,1,0.4776536312849162,wines,0,17,0.47058823529411764,store
1296,46094.0,62,5,7,47,2178,39,married,2n cycle,2,0.5128205128205128,meat,0,5,0.6,store
1297,40321.0,59,27,7,48,2494,75,married,graduation,2,0.5866666666666667,wines,0,8,0.375,web
1298,37235.0,68,20,4,36,2307,41,together,graduation,1,0.4878048780487805,wines,0,5,0.4,store
1299,81843.0,13,138,3,60,2592,1505,married,master,0,0.5176079734219269,wines,0,27,0.4444444444444444,store
1300,46692.0,37,88,6,62,2547,309,together,master,1,0.5501618122977346,wines,0,15,0.4,web
1301,77382.0,36,134,1,52,2332,987,together,graduation,1,0.49746707193515705,wines,1,26,0.46153846153846156,store
1302,37774.0,28,176,9,43,2823,297,single,graduation,2,0.5824915824915825,wines,2,16,0.4375,web
1303,18393.0,2,4,8,46,2251,46,married,basic,1,0.34782608695652173,fish,0,8,0.375,web
1304,72828.0,17,205,7,58,2659,1473,married,master,1,0.8180583842498302,wines,0,28,0.4642857142857143,store
1305,24711.0,86,7,7,38,2231,51,married,graduation,0,0.49019607843137253,meat,0,7,0.42857142857142855,web
1306,45503.0,54,18,5,45,2436,152,married,phd,1,0.6381578947368421,wines,0,9,0.4444444444444444,store
1307,6560.0,2,262,17,38,2358,111,single,master,0,0.6036036036036037,wines,0,2,0.5,web
1308,71604.0,3,97,4,75,2383,1099,together,phd,0,0.48043676069153773,meat,2,17,0.47058823529411764,web
1309,27244.0,84,46,7,41,2273,55,married,graduation,1,0.43636363636363634,sweet,0,8,0.25,deals
1310,48752.0,8,0,9,51,2723,316,married,graduation,2,0.31645569620253167,meat,1,17,0.35294117647058826,web
1311,71434.0,4,168,4,58,2443,1232,married,graduation,1,0.5771103896103896,wines,2,21,0.3333333333333333,web
1312,90842.0,57,93,1,72,2494,1331,single,graduation,0,0.5815176558978212,wines,0,27,0.48148148148148145,store
1313,88097.0,24,75,9,42,2839,769,married,master,1,0.6241872561768531,meat,4,20,0.4,store
1314,51948.0,51,41,5,45,2444,270,married,graduation,1,0.3037037037037037,wines,0,13,0.38461538461538464,web
1315,71853.0,29,32,1,38,2576,1117,together,graduation,0,0.36974037600716203,meat,0,17,0.47058823529411764,catalog
1316,35876.0,13,14,6,37,2229,115,married,master,0,0.5739130434782609,wines,0,8,0.375,web
1317,40049.0,23,3,6,68,2415,29,widow,graduation,1,0.4482758620689655,wines,0,5,0.6,store
1318,39660.0,36,36,9,38,2849,263,single,graduation,1,0.5285171102661597,wines,1,14,0.5,web
1319,50127.0,88,15,6,58,2190,305,together,graduation,1,0.898360655737705,wines,1,13,0.46153846153846156,store
1320,43263.0,2,102,5,43,2744,339,married,master,1,0.7728613569321534,wines,0,16,0.375,store
1321,62845.0,3,34,8,71,2795,1144,married,master,2,0.9606643356643356,wines,2,28,0.39285714285714285,deals
1322,18929.0,15,18,6,30,2657,67,married,graduation,0,0.47761194029850745,wines,0,6,0.6666666666666666,store
1323,24367.0,58,5,9,38,2625,19,single,basic,1,0.5789473684210527,sweet,0,4,0.5,store
1324,33249.0,11,42,6,45,2653,70,single,graduation,1,0.3,meat,0,8,0.375,store
1325,26887.0,27,6,6,61,2663,24,married,2n cycle,1,0.2916666666666667,fruits,0,5,0.6,store
1326,50150.0,32,11,5,37,2533,399,married,phd,0,0.3383458646616541,wines,0,16,0.4375,store
1327,62061.0,12,38,6,44,2461,762,together,graduation,1,0.8412073490813649,wines,1,24,0.4166666666666667,web
1328,85696.0,88,12,1,58,2581,1301,divorced,phd,0,0.5488086087624904,wines,1,20,0.45,store
1329,76542.0,91,14,2,64,2615,1469,together,phd,0,0.540503744043567,wines,0,23,0.43478260869565216,store
1330,70515.0,12,140,2,27,2410,1118,single,graduation,0,0.40429338103756707,meat,1,17,0.35294117647058826,web
1331,18227.0,21,11,8,33,2757,17,together,graduation,1,0.4117647058823529,meat,0,4,0.5,store
1332,69139.0,23,6,4,55,2312,221,married,graduation,1,0.3891402714932127,wines,0,11,0.45454545454545453,store
1333,69109.0,10,95,4,38,2756,1460,married,graduation,0,0.5636986301369863,wines,2,20,0.35,store
1334,69627.0,35,53,5,58,2628,808,single,graduation,1,0.28589108910891087,wines,0,23,0.4782608695652174,store
1335,38136.0,69,33,8,42,2592,70,married,graduation,1,0.38571428571428573,meat,1,8,0.375,web
1336,62159.0,68,29,4,74,2221,605,single,phd,0,0.428099173553719,meat,0,19,0.5263157894736842,store
1337,80695.0,85,18,2,57,2341,1900,single,graduation,0,0.5178947368421053,meat,0,19,0.42105263157894735,catalog
1338,33316.0,34,12,6,49,2427,119,single,master,2,0.6638655462184874,wines,0,10,0.4,store
1339,58554.0,55,88,7,52,2800,498,together,graduation,2,0.7389558232931727,wines,0,22,0.36363636363636365,web
1340,17256.0,10,22,8,28,2377,40,married,basic,1,0.35,meat,1,7,0.2857142857142857,deals
1341,53034.0,30,50,8,46,2554,397,divorced,graduation,2,0.49370277078085645,meat,0,22,0.36363636363636365,deals
1342,52203.0,36,28,6,70,2857,911,together,2n cycle,0,0.535675082327113,wines,0,27,0.4074074074074074,store
1343,59601.0,14,23,8,43,2498,774,divorced,2n cycle,1,0.8927648578811369,wines,1,15,0.4666666666666667,store
1344,75154.0,79,82,3,62,2822,1061,single,master,1,0.5117813383600377,wines,1,16,0.375,web
1345,47025.0,52,26,6,44,2393,389,single,graduation,1,0.6529562982005142,wines,0,17,0.35294117647058826,web
1346,37971.0,97,7,8,47,2375,23,married,graduation,1,0.43478260869565216,meat,0,5,0.6,store
1347,41335.0,24,5,7,52,2344,182,divorced,master,1,0.6153846153846154,wines,0,12,0.3333333333333333,web
1348,67267.0,0,30,2,62,2206,221,married,graduation,1,0.6063348416289592,wines,0,11,0.45454545454545453,store
1349,57338.0,96,17,5,45,2220,220,single,graduation,1,0.65,wines,0,12,0.4166666666666667,store
1350,50523.0,89,1,6,60,2345,90,together,2n cycle,2,0.5666666666666667,wines,0,8,0.5,store
1351,35791.0,94,3,8,55,2578,32,single,master,3,0.84375,wines,0,6,0.5,store
1352,50611.0,98,4,6,60,2792,489,divorced,phd,1,0.9386503067484663,wines,1,22,0.3181818181818182,store
1353,56242.0,72,88,6,51,2642,883,married,phd,1,0.7802944507361268,wines,0,28,0.39285714285714285,store
1354,48904.0,1,27,8,60,2733,344,single,graduation,1,0.8226744186046512,wines,0,17,0.4117647058823529,web
1355,56243.0,26,7,5,45,2340,389,single,graduation,3,0.8920308483290489,wines,0,20,0.4,store
1356,21355.0,5,31,6,35,2472,37,married,graduation,1,0.3783783783783784,meat,2,7,0.2857142857142857,deals
1357,57420.0,22,24,7,49,2528,298,together,master,1,0.9395973154362416,wines,1,15,0.4,store
1358,46390.0,56,38,7,65,2214,184,divorced,master,1,0.5163043478260869,wines,0,10,0.4,web
1359,54342.0,74,28,6,64,2520,149,together,2n cycle,2,0.5637583892617449,wines,0,12,0.3333333333333333,deals
1360,20895.0,24,4,9,47,2790,41,married,graduation,1,0.43902439024390244,wines,0,6,0.5,store
1361,92344.0,9,119,1,72,2324,1780,married,graduation,0,0.5573033707865168,wines,2,20,0.5,catalog
1362,26907.0,10,2,7,44,2472,20,together,2n cycle,2,0.45,wines,0,6,0.5,store
1363,44964.0,35,2,8,40,2719,39,together,graduation,2,0.48717948717948717,wines,0,5,0.6,store
1364,75507.0,56,80,3,41,2217,1360,together,graduation,0,0.5213235294117647,wines,0,21,0.38095238095238093,web
1365,53761.0,7,71,5,48,2420,254,married,master,2,0.6220472440944882,wines,0,17,0.35294117647058826,deals
1366,22682.0,51,36,4,47,2428,59,together,graduation,1,0.4915254237288136,meat,0,10,0.4,store
1367,38887.0,17,3,7,48,2278,39,together,phd,1,0.6410256410256411,wines,0,5,0.6,store
1368,41658.0,30,29,4,45,2756,43,single,2n cycle,2,0.3488372093023256,fish,0,6,0.3333333333333333,deals
1369,29791.0,21,0,5,48,2204,20,married,phd,1,0.7,wines,0,7,0.42857142857142855,store
1370,63915.0,2,15,5,64,2493,774,married,master,2,0.8036175710594315,wines,0,23,0.5217391304347826,store
1371,39996.0,85,1,6,46,2197,14,divorced,graduation,2,0.7857142857142857,wines,0,4,0.5,store
1372,26759.0,65,2,6,48,2301,57,divorced,graduation,1,0.43859649122807015,wines,0,8,0.375,store
1373,63841.0,64,131,6,52,2593,777,divorced,master,1,0.8172458172458172,wines,0,22,0.4090909090909091,web
1374,51039.0,11,109,7,51,2725,308,married,phd,2,0.3246753246753247,wines,0,14,0.42857142857142855,web
1375,60544.0,92,35,6,59,2832,254,married,graduation,2,0.7913385826771654,wines,0,15,0.3333333333333333,web
1376,65685.0,54,57,5,48,2251,712,married,graduation,1,0.901685393258427,wines,0,21,0.42857142857142855,web
1377,37716.0,4,41,7,67,2228,147,married,graduation,1,0.6598639455782312,wines,0,10,0.4,web
1378,36864.0,53,89,8,63,2844,265,single,graduation,1,0.769811320754717,wines,1,14,0.35714285714285715,web
1379,44511.0,39,14,8,50,2784,713,married,master,1,0.7194950911640954,wines,0,26,0.3076923076923077,web
1380,36947.0,49,29,9,53,2850,117,married,phd,2,0.7521367521367521,wines,0,11,0.36363636363636365,deals
1381,47352.0,70,15,7,69,2603,304,together,master,1,0.5657894736842105,wines,0,16,0.375,web
1382,67087.0,40,43,4,67,2353,751,married,master,1,0.4380825565912117,wines,0,22,0.36363636363636365,store
1383,57045.0,40,17,3,70,2818,437,married,graduation,1,0.6773455377574371,wines,0,18,0.5,store
1384,36957.0,43,31,9,67,2820,121,divorced,phd,2,0.8264462809917356,wines,1,11,0.36363636363636365,deals
1385,69389.0,17,15,4,43,2798,782,married,phd,1,0.5396419437340153,wines,0,22,0.5454545454545454,store
1386,80134.0,40,80,6,48,2564,1610,married,graduation,1,0.7565217391304347,wines,4,16,0.375,store
1387,43142.0,84,4,7,51,2290,16,married,master,2,0.4375,meat,0,4,0.5,store
1388,80589.0,25,26,1,76,2317,1402,married,graduation,0,0.37089871611982883,meat,2,21,0.47619047619047616,catalog
1389,34412.0,62,55,9,30,2660,154,single,graduation,1,0.33766233766233766,wines,0,11,0.45454545454545453,web
1390,57537.0,83,100,4,41,2543,445,single,graduation,1,0.42921348314606744,wines,0,19,0.42105263157894735,store
1391,22634.0,47,46,8,54,2688,50,together,basic,0,0.46,fruits,0,6,0.3333333333333333,web
1392,51315.0,45,41,2,72,2285,181,together,graduation,0,0.3756906077348066,wines,0,10,0.5,store
1393,36026.0,34,17,6,48,2264,44,married,graduation,3,0.45454545454545453,wines,0,7,0.42857142857142855,store
1394,24639.0,3,1,6,47,2311,43,married,graduation,2,0.46511627906976744,wines,0,9,0.4444444444444444,store
1395,34578.0,1,0,6,48,2238,8,together,phd,3,0.875,wines,0,4,0.5,store
1396,65704.0,18,246,1,48,2418,571,single,2n cycle,0,0.4886164623467601,wines,0,23,0.43478260869565216,catalog
1397,63810.0,45,101,8,54,2754,1270,single,graduation,1,0.7692913385826772,wines,1,23,0.5217391304347826,store
1398,54132.0,81,3,7,51,2292,39,together,phd,1,0.7692307692307693,wines,0,5,0.6,store
1399,18690.0,77,19,8,61,2707,41,married,graduation,0,0.5609756097560976,fish,0,5,0.4,store
1400,28164.0,23,12,7,50,2580,66,married,graduation,1,0.3939393939393939,meat,0,9,0.4444444444444444,store
1401,34596.0,48,7,8,46,2601,16,married,phd,1,0.875,wines,0,4,0.5,store
1402,43269.0,61,1,8,48,2445,18,married,phd,1,0.5555555555555556,wines,0,4,0.5,store
1403,38741.0,60,13,7,62,2250,48,single,2n cycle,2,0.3541666666666667,meat,0,7,0.42857142857142855,store
1404,31907.0,75,74,7,48,2641,375,single,graduation,0,0.4666666666666667,fish,0,14,0.42857142857142855,web
1405,27100.0,64,10,7,37,2609,27,married,master,1,0.48148148148148145,meat,0,5,0.6,store
1406,31163.0,54,10,6,47,2295,28,divorced,2n cycle,1,0.39285714285714285,fish,0,5,0.6,store
1407,92533.0,84,42,2,35,2351,1089,married,graduation,0,0.6363636363636364,wines,2,23,0.4782608695652174,store
1408,34853.0,75,2,6,47,2347,32,single,graduation,2,0.46875,meat,0,7,0.42857142857142855,store
1409,70844.0,16,2,7,53,2401,292,divorced,graduation,2,0.4417808219178082,wines,0,17,0.35294117647058826,web
1410,31086.0,79,16,8,41,2580,32,married,2n cycle,2,0.5,wines,1,6,0.3333333333333333,deals
1411,60544.0,92,35,6,59,2832,254,married,graduation,2,0.7913385826771654,wines,0,15,0.3333333333333333,web
